sortie,service,candidate_hover_x,candidate_hover_y,candidate_altitude,required_interval_start,required_interval_end,min_access_margin_db,min_backhaul_margin_db,access_pass,backhaul_pass,rejection_reason,raw_reason,candidate_relay
K22-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-012,S015,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-013,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-014,S009,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-019,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-020,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K22-021,S005,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-002,S002,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-004,S007,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-005,S010,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-006,S012,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-007,S013,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-008,S014,,,200.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-009,S003,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R02
K23-011,S008,,,100.0,,,,,,,OTHER_TRUE_UNKNOWN,strict_dynamic_link_certificate_failed,R01
